pkg_order,num_actions,unique_actions,action_diversity,action_sequence_str,shop_id,shop_type_name_x,shop_status_name_x,shop__seniority_x,shop__categories_x,address__ward_name_x,address__district_name_x,address__province_name_x,shop_type_name_y,seniority_group,shop_status_name_y,shop__seniority_y,shop__categories_y,address__ward_name_y,address__district_name_y,address__province_name_y
1605587817,6,4,0.6666666666666666,privateNotePackage → privateNotePackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,62342d30-94d0-41fd-b5eb-6b3ab125ae82,Standard (C2C),Đang làm việc,2,"[""houseware"",""home_appliances"",""others""]",Xã Đồng Hưu,Huyện Yên Thế,Bắc Giang,Standard (C2C),Nhóm 1 - Mới,Đang làm việc,2,"[""houseware"",""home_appliances"",""others""]",Xã Đồng Hưu,Huyện Yên Thế,Bắc Giang
1930449578,5,4,0.8,distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → distributorCfmDeliver,61d654ab-8e18-4a78-8a40-45950a6e4d53,Pro (B2C),Đang làm việc,42,"[""others""]",Xã Dray Bhăng,Huyện Cư Kuin,Đắk Lắk,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,42,"[""others""]",Xã Dray Bhăng,Huyện Cư Kuin,Đắk Lắk
1923032656,10,4,0.4,verifySessionPackage → verifySessionPackage → verifySessionPackage → distributorCfmDeliver → verifySessionPackage → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,614d3eac-b7f0-42f1-a35d-4e680a6e4e64,Pro (B2C),Đang làm việc,45,"[""baby_mom""]",,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,45,"[""baby_mom""]",,Quận Từ Liêm,Hà Nội
1938312240,5,4,0.8,distributorCfmDeliver → RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → distributorCfmDeliver,5d906c61-1050-46aa-bb39-41200a0a0291,Pro (B2C),Đang làm việc,69,"[""houseware"",""baby_mom"",""home_care""]",,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,69,"[""houseware"",""baby_mom"",""home_care""]",,Quận Hoàng Mai,Hà Nội
1296412315,5,4,0.8,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver,5abc3d46-e350-4a9d-bfec-47e50a0a0269,Pro (B2C),Đang làm việc,88,"[""fashion_new""]",Phường Xuân Phú,Quận Thuận Hoá,Thành phố Huế,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,88,"[""fashion_new""]",Phường Xuân Phú,Quận Thuận Hoá,Thành phố Huế
1304570277,5,4,0.8,privateNotePackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5bebd3c0-1b78-4bf0-a03a-58c80a0a0269,Pro (B2C),Đang làm việc,80,"[""fashion_new""]",,,Lâm Đồng,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,80,"[""fashion_new""]",,,Lâm Đồng
1311144269,5,4,0.8,privateNotePackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,682fef54-23b4-4333-8a47-4d8a0a6e4ec8,Pro (B2C),Đang làm việc,1,"[""cosmetics"",""home_care"",""accessories_new"",""houseware"",""fashion_new"",""others""]",Xã Ngọc Hồi,Thanh Trì,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,1,"[""cosmetics"",""home_care"",""accessories_new"",""houseware"",""fashion_new"",""others""]",Xã Ngọc Hồi,Thanh Trì,Hà Nội
1310782547,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,6805b679-0f00-4eea-9c50-444b0a6e4ec7,Pro (B2C),Đang làm việc,2,"[""fashion_new""]",Xã An Thượng,Hoài Đức,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,2,"[""fashion_new""]",Xã An Thượng,Hoài Đức,Hà Nội
1310542547,4,4,1.0,distributorCfmDeliver → privateNotePackage → putPackages2Bag → assignBagWithIdentifyBag,49c8dba0-97b5-4ee4-a87a-7c7866bcf86b,Pro (B2C),Đang làm việc,5,"[""home_appliances""]",Phường Minh Tân,Thị xã Kinh Môn,Hải Dương,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,5,"[""home_appliances""]",Phường Minh Tân,Thị xã Kinh Môn,Hải Dương
1315738917,4,4,1.0,confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → privateNotePackage,630d8783-1504-4bb5-8156-4acd0a6e4cd2,Pro (B2C),Đang làm việc,34,"[""others""]",Phường An Lạc,Quận Bình Tân,TP Hồ Chí Minh,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,34,"[""others""]",Phường An Lạc,Quận Bình Tân,TP Hồ Chí Minh
1314425293,7,4,0.5714285714285714,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → distributorCfmDeliver → privateNotePackage → distributorCfmDeliver,5b580ded-e7f4-4f89-9100-65060a0a0269,Pro (B2C),Đang làm việc,84,"[""houseware""]",Phường Phong Khê,Thành phố Bắc Ninh,Bắc Ninh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,84,"[""houseware""]",Phường Phong Khê,Thành phố Bắc Ninh,Bắc Ninh
1875655176,10,4,0.4,verifySessionPackage → confirmIssueHandovers → feedbackReDelivery → feedbackReDelivery → distributorCfmDeliver → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage,c8b97151-a33f-461b-b8ec-4866429bdb74,Pro (B2C),Đang làm việc,8,,Xã Yên Bình,Huyện Vĩnh Tường,Vĩnh Phúc,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,8,,Xã Yên Bình,Huyện Vĩnh Tường,Vĩnh Phúc
1162973616,4,4,1.0,updateDeliverWorkshiftByCod → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver,6a9f94e7-50a9-40c9-8ba3-5b8dc31e4d3b,Standard (C2C),Đang làm việc,25,"[""accessories_new""]",Phường Tương Mai,Quận Hoàng Mai,Hà Nội,Standard (C2C),Nhóm 2 - Trung bình,Đang làm việc,25,"[""accessories_new""]",Phường Tương Mai,Quận Hoàng Mai,Hà Nội
1530725255,5,4,0.8,privateNotePackage → updateDeliverWorkshiftByCod → saveIsfrageImages → updateDeliverWorkshiftByCod → distributorCfmDeliver,d61c3ce0-f265-4c1c-ab80-f77589ecd1a7,Standard (C2C),Đang làm việc,26,"[""others""]",Xã Mỹ Lộc,Huyện Cần Giuộc,Long An,Standard (C2C),Nhóm 2 - Trung bình,Đang làm việc,26,"[""others""]",Xã Mỹ Lộc,Huyện Cần Giuộc,Long An
1528463213,11,4,0.36363636363636365,updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → privateNotePackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → privateNotePackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,648d13b3-d518-424b-8543-4af50a6e4d78,Pro (B2C),Đang làm việc,24,"[""cosmetics""]",Phường Tân Bình,Thành phố Dĩ An,Bình Dương,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,24,"[""cosmetics""]",Phường Tân Bình,Thành phố Dĩ An,Bình Dương
1532947938,4,4,1.0,assignCodPicking → PickupBill → confirmTmpPickedPackageStatus → updateDelayPickingByCod,5ce258b9-8420-4567-af00-4a110a0a027f,Standard (C2C),Đang làm việc,74,"[""food_others""]",Xã Đăk Ơ,Huyện Bù Gia Mập,Bình Phước,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,74,"[""food_others""]",Xã Đăk Ơ,Huyện Bù Gia Mập,Bình Phước
1562714400,6,4,0.6666666666666666,verifySessionPackage → verifySessionPackage → feedbackReDelivery → feedbackReDelivery → confirmIssueHandovers → distributorCfmDeliver,6805c13b-965c-4997-aaf3-42930a6e4cd4,Pro (B2C),Đang làm việc,2,,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP Hồ Chí Minh,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,2,,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP Hồ Chí Minh
1570868449,6,4,0.6666666666666666,privateNotePackage → privateNotePackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,1f041f09-1fdd-4649-9f88-5f84f44c2476,Pro (B2C),Đang làm việc,3,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội
1566260416,7,4,0.5714285714285714,verifySessionPackage → smartScaleScanningPackage → smartScaleScanningPackage → smartScaleScanningPackage → smartScaleScanningPackage → distributorCfmReturning → importStationByDistributer,6489cf7e-823a-42b1-8cd6-1c8bb2f0b57a,Pro (B2C),Đang làm việc,11,,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,11,,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội
1574186092,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5bebd3c0-1b78-4bf0-a03a-58c80a0a0269,Pro (B2C),Đang làm việc,80,"[""fashion_new""]",,,Lâm Đồng,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,80,"[""fashion_new""]",,,Lâm Đồng
1583252565,5,4,0.8,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → distributorCfmDeliver,61ee7d5a-fe00-4d41-b9fc-4c770a6e4da3,Standard (C2C),Đang làm việc,41,[],Phường Bình Trị Đông B,Quận Bình Tân,TP Hồ Chí Minh,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,41,[],Phường Bình Trị Đông B,Quận Bình Tân,TP Hồ Chí Minh
1023948178,5,4,0.8,verifySessionPackage → confirmIssueHandovers → feedbackReDelivery → feedbackReDelivery → privateNotePackage,1f041f09-1fdd-4649-9f88-5f84f44c2476,Pro (B2C),Đang làm việc,3,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội
1235423844,9,4,0.4444444444444444,RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → RefundBill → updateNotDeliveredByCod → confirmTmpDeliveredPackageStatus,5d69e479-0bf8-4e0e-8025-48940a0a0211,Pro (B2C),Đang làm việc,70,"[""fashion_new""]",Phường Bình Hưng Hòa,Quận Bình Tân,TP Hồ Chí Minh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,70,"[""fashion_new""]",Phường Bình Hưng Hòa,Quận Bình Tân,TP Hồ Chí Minh
1270070744,5,4,0.8,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver,038aa428-8ddb-4a53-b58d-68d9b3b2bf30,Pro (B2C),Đang làm việc,13,"[""accessories""]",Xã Đại Mạch,Đông Anh,Hà Nội,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,13,"[""accessories""]",Xã Đại Mạch,Đông Anh,Hà Nội
1268734533,9,4,0.4444444444444444,updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → RefundBill → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod,6458bddb-c820-40a6-b256-4b790a6e4d77,Pro (B2C),Đang làm việc,26,,Phường 14,Quận Gò Vấp,TP Hồ Chí Minh,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,26,,Phường 14,Quận Gò Vấp,TP Hồ Chí Minh
1268718762,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,67d7f333-8d70-4a30-a063-44ac0a6e4c3d,Pro (B2C),Đang làm việc,3,,Phường Kim Giang,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,,Phường Kim Giang,Quận Thanh Xuân,Hà Nội
1286456015,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5c6c264b-8104-4faf-96cc-31010a0a0269,Pro (B2C),Đang làm việc,77,"[""fashion_new""]",Phường Lộc Sơn,Thành phố Bảo Lộc,Lâm Đồng,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,77,"[""fashion_new""]",Phường Lộc Sơn,Thành phố Bảo Lộc,Lâm Đồng
1961772146,5,4,0.8,verifySessionPackage → verifySessionPackage → importStationByDistributer → distributorCfmReturning → smartScaleScanningPackage,5f02d14a-2688-41f4-8064-44dd0a6e4c25,Pro (B2C),Đang làm việc,60,"[""fashion_new"",""accessories""]",,Quận Hai Bà Trưng,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,60,"[""fashion_new"",""accessories""]",,Quận Hai Bà Trưng,Hà Nội
1984515079,5,4,0.8,distributorCfmDeliver → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → distributorCfmDeliver,8dc97653-5d04-4417-9ac3-08655d2e8c21,Pro (B2C),Đang làm việc,11,,Xã Thới Tam Thôn,Huyện Hóc Môn,TP Hồ Chí Minh,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,11,,Xã Thới Tam Thôn,Huyện Hóc Môn,TP Hồ Chí Minh
1987078110,9,4,0.4444444444444444,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → distributorCfmDeliver,5dddd271-d238-4c11-bed4-496d0a0a0290,Standard (C2C),Đang làm việc,68,"[""cosmetics"",""medicines"",""houseware"",""baby_mom""]",,Quận Ba Đình,Hà Nội,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,68,"[""cosmetics"",""medicines"",""houseware"",""baby_mom""]",,Quận Ba Đình,Hà Nội
1931971722,6,4,0.6666666666666666,verifySessionPackage → distributorCfmDeliver → distributorCfmDeliver → privateNotePackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,3ea55652-87cc-4935-8beb-457e499d7f03,Pro (B2C),Đang làm việc,1,,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,1,,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An
1019809192,5,4,0.8,distributorCfmDeliver → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → distributorCfmDeliver,5ebbb815-4614-4bbb-addb-4eb20a0a342d,Pro (B2C),Đang làm việc,62,"[""houseware"",""elec_accessories"",""others""]",Thị trấn Phước An,Huyện Krông Pắk,Đắk Lắk,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,62,"[""houseware"",""elec_accessories"",""others""]",Thị trấn Phước An,Huyện Krông Pắk,Đắk Lắk
1943878917,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5cf74049-18d8-4f0d-a2f9-48e10a0a0265,Pro (B2C),Đang làm việc,73,,Phước Hải,Thành phố Nha Trang,Khánh Hòa,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,73,,Phước Hải,Thành phố Nha Trang,Khánh Hòa
1943690924,4,4,1.0,privateNotePackage → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver,9c0431db-e30a-4dac-82ff-423b81bd2648,Top Brand,Đang làm việc,29,,,,TP Hồ Chí Minh,Top Brand,Nhóm 2 - Trung bình,Đang làm việc,29,,,,TP Hồ Chí Minh
1949072919,4,4,1.0,privateNotePackage → updateDeliverWorkShiftPackage → reassignDeliverCart → distributorCfmDeliver,5aa771d4-006c-4620-ac29-84a80a0a026e,Pro (B2C),Đang làm việc,88,"[""medicines""]",,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,88,"[""medicines""]",,Quận Thanh Xuân,Hà Nội
1154016061,7,4,0.5714285714285714,verifySessionPackage → confirmIssueHandovers → feedbackReDelivery → feedbackReDelivery → distributorCfmDeliver → verifySessionPackage → verifySessionPackage,b8b26876-c113-4c10-a6fe-0d81e0e8b6f5,Pro (B2C),Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội
1541120144,4,4,1.0,privateNotePackage → smartScaleScanningPackage → putPackages2Bag → putInBox,641a69b7-0fbc-4242-b22d-48db0a6e4d78,Pro (B2C),Đang làm việc,27,,Phường Bình Hưng Hoà A,Quận Bình Tân,TP Hồ Chí Minh,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,27,,Phường Bình Hưng Hoà A,Quận Bình Tân,TP Hồ Chí Minh
1550759628,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,61f6a3ba-bc94-4262-8270-49ec0a6e4cd4,Pro (B2C),Đang làm việc,41,"[""fashion_new""]",Phường Thanh Trì,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,41,"[""fashion_new""]",Phường Thanh Trì,Quận Hoàng Mai,Hà Nội
1555939201,5,4,0.8,verifySessionPackage → confirmIssueHandovers → feedbackReDelivery → feedbackReDelivery → distributorCfmDeliver,5e17133b-d4d8-4e39-977a-7d030a0a027f,Standard (C2C),Đang làm việc,66,"[""fashion""]",Phường 6,Quận 4,TP Hồ Chí Minh,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,66,"[""fashion""]",Phường 6,Quận 4,TP Hồ Chí Minh
1003714867,6,4,0.6666666666666666,verifySessionPackage → verifySessionPackage → feedbackReDelivery → confirmIssueHandovers → feedbackReDelivery → distributorCfmDeliver,67ad80df-75b0-4c7a-a7c0-43c50a6e4c3b,Pro (B2C),Đang làm việc,4,,Phường Thượng Lý,Quận Hồng Bàng,Hải Phòng,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,,Phường Thượng Lý,Quận Hồng Bàng,Hải Phòng
1003598205,4,4,1.0,distributorCfmDeliver → RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod,667a40b6-ccc8-4a8f-8a0a-45e10a6e4d74,Pro (B2C),Đang làm việc,12,,Phường Minh Khai,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,12,,Phường Minh Khai,Quận Từ Liêm,Hà Nội
1002170168,4,4,1.0,verifySessionPackage → updateDeliverWorkshiftByCod → NVBCTakeAPhotoDelivery → distributorCfmDeliver,63fed671-0adc-49d2-b7f7-4cc00a6e4c39,Pro (B2C),Đang làm việc,28,"[""others""]",Xã Bình Thành,Huyện Thanh Bình,Đồng Tháp,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,28,"[""others""]",Xã Bình Thành,Huyện Thanh Bình,Đồng Tháp
1001614734,4,4,1.0,privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,23db92aa-ff83-4169-b624-d36a75bf74e4,Pro (B2C),Đang làm việc,1,"[""fashion_new""]",Xã Trực Thuận,Huyện Trực Ninh,Nam Định,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,1,"[""fashion_new""]",Xã Trực Thuận,Huyện Trực Ninh,Nam Định
1011939485,4,4,1.0,updateDeliverWorkshiftByCod → printfPackage → verifySessionPackage → distributorCfmDeliver,60011670-2bd4-4a09-9393-48700a784c67,Standard (C2C),Đang làm việc,54,"[""accessories_new"",""home_appliances"",""elec_accessories"",""others""]",Phường Hà Cầu,Quận Hà Đông,Hà Nội,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,54,"[""accessories_new"",""home_appliances"",""elec_accessories"",""others""]",Phường Hà Cầu,Quận Hà Đông,Hà Nội
3801007247,3,3,1.0,printPackageBBS → printfPackage → distributorCfmDeliver,670ca04c-27b4-47a9-93c0-4fa00a6e4c25,"Prime (Shopee, TikTok)",Đang làm việc,8,[],Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội,"Prime (Shopee, TikTok)",Nhóm 1 - Mới,Đang làm việc,8,[],Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội
1994570500,4,3,0.75,verifySessionPackage → updateDeliverWorkshiftByCod → verifySessionPackage → distributorCfmDeliver,625921f0-f8b4-4556-809e-4a180a6e4d5a,Pro (B2C),Đang làm việc,39,"[""houseware""]",Xã Cao Đại,Huyện Vĩnh Tường,Vĩnh Phúc,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,39,"[""houseware""]",Xã Cao Đại,Huyện Vĩnh Tường,Vĩnh Phúc
1996658704,3,3,1.0,confirmTmpDeliveredPackageStatus → updatePartDeliveredByCod → Refund_payment_qrBill,5c079b5c-3818-4c07-8ac3-b4e80a0a026e,Pro (B2C),Đang làm việc,79,"[""fashion_new""]",Phường Bình Trị Đông,Quận Bình Tân,TP Hồ Chí Minh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,79,"[""fashion_new""]",Phường Bình Trị Đông,Quận Bình Tân,TP Hồ Chí Minh
1249730516,3,3,1.0,verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,5fbb1ac5-2424-4f7c-9876-46810a6e4c26,Pro (B2C),Đang làm việc,55,"[""fashion_new""]",Phường 13,Quận Tân Bình,TP Hồ Chí Minh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,55,"[""fashion_new""]",Phường 13,Quận Tân Bình,TP Hồ Chí Minh
1252121013,3,3,1.0,putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,6209fa2e-ef00-4549-ade0-4ae00a6e4e0c,Pro (B2C),Đang làm việc,41,"[""accessories""]",Xã Công Thành,Huyện Yên Thành,Nghệ An,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,41,"[""accessories""]",Xã Công Thành,Huyện Yên Thành,Nghệ An
1006232239,3,3,1.0,privateNotePackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,5f841045-17c4-4b10-9c5b-46ee0a6e4c46,Standard (C2C),Đang làm việc,57,"[""cosmetics""]",Phường Cửa Đông,Quận Hoàn Kiếm,Hà Nội,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,57,"[""cosmetics""]",Phường Cửa Đông,Quận Hoàn Kiếm,Hà Nội
1149249739,3,3,1.0,updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus,640e86d0-c374-4aa4-9634-47380a6e4c39,Pro (B2C),Đang làm việc,27,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,27,"[""fashion_new""]",Phường Đại Kim,Quận Hoàng Mai,Hà Nội
1152898109,3,3,1.0,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,038aa428-8ddb-4a53-b58d-68d9b3b2bf30,Pro (B2C),Đang làm việc,13,"[""accessories""]",Xã Đại Mạch,Đông Anh,Hà Nội,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,13,"[""accessories""]",Xã Đại Mạch,Đông Anh,Hà Nội
1553927192,3,3,1.0,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,614d3eac-b7f0-42f1-a35d-4e680a6e4e64,Pro (B2C),Đang làm việc,45,"[""baby_mom""]",,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,45,"[""baby_mom""]",,Quận Từ Liêm,Hà Nội
1555568774,4,3,0.75,updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → verifySessionPackage,1d183af0-85fc-4b7d-8971-1c4210c31894,Pro (B2C),Đang làm việc,5,,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,5,,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội
1538923361,4,3,0.75,distributorCfmDeliver → takeDeliveringPackages → distributorCfmDeliver → verifySessionPackage,602f73b8-2ae4-4943-aed8-43c90a6e4c24,Standard (C2C),Đang làm việc,53,"[""accessories"",""others""]",Xã Phương Chiểu,Thành phố Hưng Yên,Hưng Yên,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,53,"[""accessories"",""others""]",Xã Phương Chiểu,Thành phố Hưng Yên,Hưng Yên
1539095229,3,3,1.0,putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,49c8dba0-97b5-4ee4-a87a-7c7866bcf86b,Pro (B2C),Đang làm việc,5,"[""home_appliances""]",Phường Minh Tân,Thị xã Kinh Môn,Hải Dương,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,5,"[""home_appliances""]",Phường Minh Tân,Thị xã Kinh Môn,Hải Dương
1541788167,3,3,1.0,putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,e0020a70-d4ba-4f0f-a66d-d2b233a934b1,Pro (B2C),Đang làm việc,1,,Xã La Phù,Hoài Đức,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,1,,Xã La Phù,Hoài Đức,Hà Nội
1153507080,6,3,0.5,updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage,622eb199-4948-45bc-b2a6-46ce0a6e4d75,Pro (B2C),Đang làm việc,40,"[""houseware""]",Phường Phúc La,Quận Hà Đông,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,40,"[""houseware""]",Phường Phúc La,Quận Hà Đông,Hà Nội
1580882160,3,3,1.0,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,61399709-52bc-4fea-8d9d-485d0a6e4cd1,Pro (B2C),Đang làm việc,46,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,46,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
1585371587,5,3,0.6,verifySessionPackage → verifySessionPackage → verifySessionPackage → distributorCfmDeliver → privateNotePackage,67a040ef-54e4-4346-a25c-4d2a0a6e4ec8,Pro (B2C),Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội
1576098851,3,3,1.0,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver,afc6d9d4-27a7-42ff-bec0-b7b11d34a15a,Pro (B2C),Đang làm việc,36,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,36,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
